,Host Id,Host Since,Name,Borough,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating
3765,1024355,2011-08-26,Central Bedford Avenue Apartment,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,1.0,1,13,185,96.0
8961,3475005,2012-09-04,"Newly Renovated, Residential Space",Queens,Apartment,95.0,Entire home/apt,11429.0,2.0,1,61,79,97.0
23210,21934258,2014-09-29,Bedroom in Cozy NYC apartment,Manhattan,Apartment,80.0,Private room,10029.0,1.0,1,1,80,80.0
26549,29522889,2015-03-17,Cozy Studio in historical block,Manhattan,Apartment,,Entire home/apt,10026.0,1.0,1,0,90,
19587,15001302,2014-05-02,Rockaway Beach House Apt,Queens,Apartment,60.0,Entire home/apt,11694.0,1.0,1,4,89,60.0
23652,22732584,2014-10-19,"Cozy, warm private room",Manhattan,Apartment,80.0,Private room,10032.0,1.0,1,32,60,84.0
22928,21409261,2014-09-16,Fort Greene Brooklyn 1 bedroom apt,Brooklyn,Apartment,100.0,Entire home/apt,11205.0,1.0,1,2,115,100.0
25240,25225732,2014-12-26,1BR Spacious Safe 10mins to Airport,Queens,Apartment,85.0,Entire home/apt,11105.0,3.0,1,3,107,87.0
22855,21252312,2014-09-12,1 HUGE bdrm in heart of Chelsea!,Manhattan,Apartment,,Private room,10011.0,1.0,1,0,110,
9459,3784199,2012-10-07,Architect Studio near Times Square,Manhattan,Apartment,90.0,Entire home/apt,10018.0,1.0,1,103,225,90.0
12128,5500327,2013-03-17,Cozy Wburg Private w/Closet (Hewes),Brooklyn,Apartment,,Private room,11206.0,1.0,1,0,64,
1827,316863,2010-12-12,LES New Studio,Manhattan,Apartment,100.0,Entire home/apt,10009.0,1.0,1,1,157,100.0
12206,5564276,2013-03-21,BIG ROOM IN BROOKLYN!!,Brooklyn,Apartment,,Private room,11205.0,1.0,1,0,75,
9035,3515868,2012-09-09,"Couch in safe, artsy Bushwick!",Brooklyn,Apartment,100.0,Shared room,11237.0,1.0,1,2,39,100.0
13944,7092895,2013-06-24,Private one-bedroom apt,Queens,Apartment,95.0,Entire home/apt,11385.0,1.0,1,16,90,98.0
3276,815910,2011-07-13,Cozy Artsy Apartment Near Columbia!,Manhattan,Apartment,,Entire home/apt,10025.0,1.0,1,0,100,
23365,22218694,2014-10-06,Zen Garden in the heart of Astoria,Queens,Apartment,100.0,Entire home/apt,,2.0,1,2,220,100.0
28845,36745943,2015-06-25,Quaint room in 2bedroom apt,Queens,Apartment,,Private room,10026.0,1.0,1,0,90,
9526,3822369,2012-10-10,City Studio in the Upper East Side,Manhattan,Apartment,75.0,Private room,10021.0,2.0,1,4,150,75.0
26373,28821932,2015-03-05,NYC--Midtown East Style!,Manhattan,Apartment,,Private room,10022.0,1.0,1,0,160,
21944,19533079,2014-08-05,Cozy & historic Central Park apt.,Manhattan,Apartment,90.0,Private room,10026.0,1.0,1,11,95,93.0
6358,2074014,2012-04-05,Stylish Room next to Central Park,Manhattan,Apartment,,Private room,10025.0,1.0,1,0,80,
9787,3992566,2012-10-27,"Cozy Rm in Luxury Apt, Rooftop View",Brooklyn,Apartment,100.0,Private room,11206.0,1.0,1,6,61,100.0
12620,5944756,2013-04-15,Cozy bedroom in Greenpoint,Brooklyn,Apartment,90.0,Private room,11222.0,1.0,1,2,75,90.0
25232,25237492,2014-12-26,Galaxy Amazingly Spacious 2 Bedroom,Manhattan,Apartment,90.0,Entire home/apt,10023.0,4.0,1,6,400,92.0
29866,40429192,2015-08-03,Authentic Style Brooklyn Loft,Brooklyn,Loft,,Entire home/apt,11222.0,3.0,1,0,225,
30455,42951928,2015-08-30,1br in Times Sq 2br Apt,Manhattan,Apartment,,Private room,10019.0,1.0,1,0,119,
6054,1931572,2012-03-15,Art deco uptown two-bed apartment,Manhattan,Apartment,,Entire home/apt,10040.0,2.0,1,0,150,
23810,23083222,2014-10-28,Large 1 Bdrm near Botanical Gardens,Bronx,Apartment,,Entire home/apt,10458.0,1.0,1,1,125,
5973,1870714,2012-03-06,Private Astoria Room Close to NYC!,Queens,Apartment,100.0,Private room,11106.0,1.0,1,3,70,100.0
10302,4242643,2012-11-25,Lovely 2 BR East Village Nest,Manhattan,Apartment,,Entire home/apt,10003.0,2.0,1,0,250,
6667,2236753,2012-04-27,"Downtown, lg 1 bed w/ private roof",Manhattan,Apartment,85.0,Entire home/apt,10038.0,1.0,1,10,200,86.0
29753,39956905,2015-07-29,East Village Private Room & Bath,Manhattan,Apartment,,Private room,10003.0,1.0,1,0,100,
2763,622779,2011-05-24,Gorgeous & Bright Greenpoint Apt,Brooklyn,Apartment,,Entire home/apt,11222.0,1.0,1,0,175,
16059,9522524,2013-10-19,Sunny & Budget Friendly,Brooklyn,House,90.0,Private room,11236.0,1.0,1,9,35,91.0
9085,3549531,2012-09-12,"Your Brooklyn home, near Manhattan!",Brooklyn,Apartment,90.0,Private room,11226.0,1.0,1,13,66,93.0
25838,26930341,2015-01-29,Chic Yet Cozy Spot In HK,Manhattan,Apartment,,Entire home/apt,10036.0,2.0,1,0,157,
29786,40046813,2015-07-30,"Designers, Yogi's, Artists, Welcome",Brooklyn,Apartment,,Shared room,11216.0,1.0,1,0,45,
8851,3395227,2012-08-28,Charming East Village Apartment,Manhattan,Apartment,90.0,Entire home/apt,10003.0,1.0,1,30,189,94.0
6293,2051961,2012-04-02,Morocco in Brooklyn...amazing!,Brooklyn,Apartment,90.0,Entire home/apt,11206.0,1.0,1,6,105,90.0
19714,15297517,2014-05-09,Cozy Apt.Near Park/Museums & Subway,Manhattan,Apartment,80.0,Entire home/apt,10128.0,1.0,1,4,155,80.0
15317,8675099,2013-09-06,Cozy Room in East Williamsburg!,Brooklyn,Apartment,,Private room,11206.0,1.0,1,0,85,
4242,1264534,2011-10-08,Great 1br in heart of Greenpoint,Brooklyn,Apartment,100.0,Entire home/apt,11222.0,1.0,1,4,125,100.0
167,20805,2009-06-09,Huge Brooklyn Room with Aussie Host,Brooklyn,Apartment,100.0,Private room,11225.0,1.0,1,12,85,100.0
1893,326952,2010-12-25,"Bright, one-bedroom in Brooklyn",Brooklyn,Apartment,,Entire home/apt,11238.0,1.0,1,0,95,
19015,13854638,2014-04-03,One Bedroomed Apt Next to Columbia,Manhattan,Apartment,80.0,Entire home/apt,10027.0,1.0,1,2,199,80.0
6068,1934017,2012-03-16,Hardwood Williamsburg Classic!,Brooklyn,Apartment,100.0,Private room,11211.0,1.0,1,3,70,100.0
14793,7997061,2013-08-07,Sunny Room in Williamsburg Flat,Brooklyn,Apartment,90.0,Private room,11222.0,1.0,1,25,95,91.0
18545,12774601,2014-03-03,Prime Location in Bed-Stuy,Brooklyn,Apartment,100.0,Entire home/apt,11216.0,1.0,1,6,110,100.0
12697,6008257,2013-04-20,Sunny Private Room Manhattan 10min,Queens,House,85.0,Private room,11106.0,1.0,1,111,49,86.0
22309,20293260,2014-08-20,East Village Spacious 3 Bed 2 Bath,Manhattan,Apartment,80.0,Entire home/apt,10009.0,4.0,1,13,499,83.0
29490,38935993,2015-07-19,test_post,Queens,Apartment,,Entire home/apt,11377.0,1.0,1,0,90,
3677,973817,2011-08-15,"Clean, Convenient & Calming Space",Manhattan,Apartment,,Entire home/apt,10033.0,2.0,1,0,105,
22279,20282797,2014-08-19,Lux Tribeca Apt w/ Private Terrace,Manhattan,Apartment,100.0,Entire home/apt,10013.0,1.0,1,1,500,100.0
14599,7809749,2013-07-29,1 BR  GRAMERCY APT,Manhattan,Apartment,100.0,Entire home/apt,10010.0,2.0,1,1,250,100.0
12637,5954399,2013-04-16,BEAUTIFUL BROWNSTONE 1BR in UWS,Manhattan,Apartment,80.0,Entire home/apt,10023.0,2.0,1,11,180,84.0
15085,8333094,2013-08-22,Full 1 Bedroom in Heart of NYC,Manhattan,Apartment,95.0,Entire home/apt,10019.0,1.0,1,2,200,97.0
18164,12098551,2014-02-09,Spacious and Amazing Location!,Manhattan,Apartment,100.0,Entire home/apt,10010.0,2.0,1,1,200,100.0
9081,3548480,2012-09-12,GORGEOUS studio Greenwich Village,Manhattan,Apartment,100.0,Entire home/apt,10003.0,1.0,1,5,250,100.0
5751,1787928,2012-02-21,"Beautiful Rooftop View, Rad Balcony",Brooklyn,Apartment,85.0,Entire home/apt,11221.0,4.0,1,105,64,89.0
10376,4267089,2012-11-28,Charming NYC Apartment,Brooklyn,Apartment,90.0,Entire home/apt,11238.0,1.0,1,7,190,91.0
6024,1911420,2012-03-12,AMAZING APT ON 48TH/9AVE. NYC 4PPL.,Manhattan,Apartment,80.0,Entire home/apt,10019.0,2.0,1,8,155,83.0
1412,248865,2010-09-29,#1 Private room near Central Park!,Manhattan,Townhouse,100.0,Private room,10075.0,1.0,1,2,70,100.0
28057,34595916,2015-05-30,Luxury Brooklyn Brownstone (Kosher),Brooklyn,House,,Entire home/apt,11215.0,4.0,1,0,175,
19044,13972961,2014-04-06,Greenwich Village Sactuary + Roof,Manhattan,Apartment,95.0,Entire home/apt,10003.0,1.0,1,8,200,97.0
24621,24333820,2014-11-30,Luxury Brooklyn Bedroom,Brooklyn,Apartment,,Private room,11205.0,1.0,1,0,89,
23496,22452303,2014-10-12,Charming 1-BR in Upper East Side,Manhattan,Apartment,,Entire home/apt,10021.0,1.0,1,0,189,
11954,5334697,2013-03-05,"Private Room, near Express Train",Manhattan,Apartment,90.0,Private room,10032.0,3.0,1,20,65,93.0
21343,18150845,2014-07-15,Gorgeous Room in Historic Townhouse,Manhattan,Bed & Breakfast,90.0,Private room,10032.0,1.0,1,4,150,93.0
18875,13603519,2014-03-27,Historic Harlem Brownstone Apartmnt,Manhattan,Apartment,,Entire home/apt,10027.0,2.0,1,0,148,
16050,9522475,2013-10-19,HUGE 2bdrm LOFT in NOHO/East Vill!,Manhattan,Apartment,90.0,Entire home/apt,10003.0,4.0,1,29,550,93.0
9548,3851581,2012-10-12,Charming 2 bedroom Carroll Gardens,Brooklyn,Apartment,100.0,Entire home/apt,11231.0,2.0,1,1,110,100.0
5114,1513068,2011-12-17,Studio 2 blocks from Central Park,Manhattan,Apartment,90.0,Entire home/apt,10024.0,1.0,1,32,165,93.0
27248,31889552,2015-04-25,Lightfilled studio in Brooklyn,Brooklyn,Apartment,100.0,Entire home/apt,11217.0,1.0,1,1,95,100.0
23669,22776830,2014-10-20,Cozy Room available in UES Apt,Manhattan,Apartment,,Private room,10075.0,1.0,1,0,80,
3417,873493,2011-07-26,Beautiful Studio - Great location!,Manhattan,Apartment,80.0,Entire home/apt,10017.0,1.0,1,19,172,83.0
24139,23568182,2014-11-10,2Bed/2Bath Apt in Hell's Kitchen,Manhattan,Apartment,85.0,Entire home/apt,10019.0,2.0,1,27,270,88.0
13252,6468325,2013-05-19,Luxury / Hi-Rise / Great View,Manhattan,Apartment,95.0,Private room,10128.0,1.0,1,49,150,99.0
5718,1765632,2012-02-17,Cosy studio in Manhattan midtown E,Manhattan,Apartment,95.0,Entire home/apt,10065.0,1.0,1,12,130,95.0
25588,26162659,2015-01-15,Lovely Big Bedroom in Clinton Hill,Brooklyn,Apartment,,Private room,11205.0,1.0,1,0,70,
29894,40442617,2015-08-03,Stay Town Apartment,Manhattan,Apartment,100.0,Private room,10009.0,1.0,1,1,69,100.0
8753,3343457,2012-08-22,West Village Apartment,Manhattan,Apartment,95.0,Entire home/apt,10014.0,2.0,1,4,372,96.0
24449,23993707,2014-11-21,Nice room 15 min from Manhattan!,Queens,Apartment,80.0,Private room,11377.0,1.0,1,1,30,80.0
23335,22169776,2014-10-05,Great room in the lower East Side.,Manhattan,Apartment,80.0,Private room,10002.0,1.0,1,1,99,80.0
28438,35606248,2015-06-12,HUGE LOFT X TRENDY BUSHWICK LOCALE!,Brooklyn,Apartment,60.0,Private room,11237.0,2.0,1,1,85,60.0
3216,787703,2011-07-07,Tri-Level Penthouse w/ 2 Terraces,Brooklyn,Apartment,100.0,Entire home/apt,11211.0,2.0,1,1,325,100.0
9550,3846370,2012-10-12,Large Sunny loft in doorman bldg,Brooklyn,Loft,90.0,Entire home/apt,11205.0,1.0,1,4,100,93.0
12346,5675519,2013-03-29,A Cozy Room In A Great Location,Brooklyn,Apartment,,Private room,11217.0,1.0,1,0,63,
16786,10316525,2013-11-28,Williamsburg Gem! Steps fr Bedford,Brooklyn,Apartment,,Private room,11249.0,1.0,1,0,75,
14389,7555729,2013-07-17,Beautiful room near Times Square,Manhattan,Apartment,95.0,Private room,10036.0,1.0,1,10,99,96.0
13582,6780277,2013-06-06,"Cosy, Tranquil 1b West Village Apt",Manhattan,Apartment,80.0,Entire home/apt,10011.0,1.0,1,1,165,80.0
16078,9545989,2013-10-21,Top Floor East Village Apartment,Manhattan,Apartment,95.0,Entire home/apt,10003.0,3.0,1,13,185,98.0
6572,2169183,2012-04-18,2 Separate Rooms for 4 in Manhattan,Manhattan,Apartment,95.0,Private room,10032.0,2.0,1,2,140,96.0
12290,5658368,2013-03-27,Cozy Gramarcy Studio,Manhattan,Apartment,95.0,Entire home/apt,10003.0,1.0,1,4,150,95.0
7059,2420586,2012-05-20,Dreamy & bright downtown studio!,Manhattan,Apartment,90.0,Entire home/apt,10005.0,1.0,1,10,175,90.0
16661,10196869,2013-11-22,Amazing 2 Bedroom Apt. In Bay Ridge,Brooklyn,Apartment,,Entire home/apt,11209.0,2.0,1,0,125,
2061,380728,2011-02-07,Musician's Luxury Loft in Chelsea,Manhattan,Apartment,100.0,Entire home/apt,10011.0,1.0,1,3,186,100.0
11136,4687681,2013-01-13,Full Apt - Close to Manhattan & JFK,Brooklyn,Apartment,80.0,Entire home/apt,11216.0,3.0,1,2,112,80.0
19379,14588407,2014-04-22,Fashion Studio w/designer bedroom,Brooklyn,Apartment,,Private room,11221.0,1.0,1,1,103,
3238,800982,2011-07-10,Light-Filled East Village Delight,Manhattan,Apartment,95.0,Entire home/apt,10009.0,1.0,1,22,190,99.0
14325,7486706,2013-07-14,Apartment Share in Hell's Kitchen,Manhattan,Apartment,95.0,Shared room,10036.0,2.0,1,14,102,97.0
30315,42287190,2015-08-23,Stunning 1 BR Apt in Williamsburg,Brooklyn,Apartment,,Entire home/apt,11211.0,2.0,1,0,219,
2638,579495,2011-05-11,Park Slope Townhouse TOP FLOOR,Brooklyn,Apartment,80.0,Entire home/apt,11215.0,2.0,1,4,199,80.0
1836,318061,2010-12-13,ELEVATOR DIRECTLY INTO LOFT? ...YUP,Manhattan,Loft,,Entire home/apt,10002.0,2.0,1,0,800,
29123,37735816,2015-07-06,1 Bedroom & Private Bathroom,Manhattan,Apartment,100.0,Private room,10025.0,1.0,1,6,119,100.0
22037,19736568,2014-08-09,Charming Brick Alcove Studio,Manhattan,Apartment,90.0,Entire home/apt,10009.0,1.0,1,17,189,94.0
12278,5635997,2013-03-26,"Beautiful 1BR, Amazing Location",Manhattan,Apartment,90.0,Entire home/apt,10011.0,2.0,1,3,200,93.0
24941,24779270,2014-12-12,Spacious 1 Bed Apartment,Queens,Apartment,,Entire home/apt,11105.0,1.0,1,0,200,
14410,7559213,2013-07-18,East Village Inner Room +rooftop,Manhattan,Apartment,85.0,Private room,10003.0,1.0,1,51,125,89.0
869,132701,2010-05-26,Williamsburg spacious Duplex & yard,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,2.0,1,54,239,98.0
20770,17267416,2014-06-25,Charming location& style apartment,Manhattan,Apartment,100.0,Entire home/apt,10001.0,1.0,1,3,240,100.0
2548,548999,2011-05-01,Central Park Luxury Designer 1BR,Manhattan,Apartment,95.0,Entire home/apt,10019.0,2.0,1,67,270,95.0
18112,11972242,2014-02-05,Bright Apartment in East Village!,Manhattan,Apartment,90.0,Entire home/apt,10009.0,1.0,1,5,165,92.0
25171,25082897,2014-12-22,private room avail in lovely BK apt,Brooklyn,Apartment,,Private room,11237.0,1.0,1,0,40,
7779,2771119,2012-06-28,Comfy Couch in Lovely Soho apt!,Manhattan,Apartment,95.0,Shared room,10013.0,1.0,1,3,60,98.0
18366,12385603,2014-02-19,"Modern, Sunlit Brooklyn Flat",Brooklyn,Apartment,95.0,Entire home/apt,11216.0,2.0,1,30,225,99.0
5958,1870545,2012-03-06,Stylish in Soho - Best Location,Manhattan,Apartment,90.0,Entire home/apt,10012.0,1.0,1,3,250,90.0
5524,1675223,2012-01-30,Upper East Side Sunny Studio,Manhattan,Apartment,90.0,Entire home/apt,10016.0,1.0,1,26,155,90.0
19472,14805863,2014-04-27,20 mins subway to grand central,Queens,Apartment,80.0,Private room,11377.0,1.0,1,3,60,80.0
27521,32843963,2015-05-07,Bright Apt just off Queens Blvd,Queens,Apartment,,Private room,11373.0,1.0,1,0,90,
9031,3520417,2012-09-09,Little Italy • Chinatown Cozy Apart,Manhattan,Apartment,85.0,Entire home/apt,10013.0,1.0,1,16,165,89.0
25113,25008554,2014-12-19,Beautiful S.Harlem Apt Near Subway!,Manhattan,Apartment,,Entire home/apt,10026.0,1.0,1,0,75,
16217,9716281,2013-10-30,At home in Historic Harlem,Manhattan,Apartment,95.0,Private room,10027.0,2.0,1,25,105,96.0
23732,22887451,2014-10-23,1 bdr in on W147,Manhattan,Apartment,,Private room,10031.0,1.0,1,0,60,
4802,1433657,2011-11-22,Private Bedroom & Private Bathroom,Brooklyn,Apartment,,Private room,11211.0,1.0,1,0,100,
8266,3064885,2012-07-26,Williamsburg Crow's Nest,Brooklyn,Apartment,100.0,Private room,11211.0,1.0,1,1,50,100.0
5020,1490959,2011-12-10,Incredible 1 Bedroom Loft Apartment,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,1.0,1,16,199,95.0
15826,9271557,2013-10-06,Family Holidays in Brooklyn,Brooklyn,Apartment,,Entire home/apt,11201.0,3.0,1,0,275,
3203,780952,2011-07-05,Convienent 1-bedroom near Columbia,Manhattan,Apartment,,Entire home/apt,10025.0,1.0,1,0,110,
28702,36375657,2015-06-21,Tasteful Duplex in Gramercy Park,Manhattan,Apartment,,Shared room,10010.0,1.0,1,0,74,
27783,33681829,2015-05-18,In the heart of Greenwich village!,Manhattan,Apartment,90.0,Private room,10012.0,1.0,1,12,125,90.0
22832,21227157,2014-09-11,Cute Room: lovely Wash Heights apt,Manhattan,Apartment,80.0,Private room,10040.0,1.0,1,3,56,80.0
25676,26359114,2015-01-19,Cozy room in Astoria Queens,Queens,House,,Private room,11102.0,1.0,1,0,100,
8147,3002665,2012-07-20,Sunny Master Suite in Williamsburg,Brooklyn,Apartment,100.0,Private room,11211.0,1.0,1,7,85,100.0
30277,42058141,2015-08-20,Maya Room,Manhattan,House,,Private room,10035.0,1.0,1,1,119,
14089,7236564,2013-07-02,Chez Humphries,Brooklyn,Apartment,85.0,Private room,11221.0,1.0,1,6,67,87.0
27385,32384960,2015-05-01,Brooklyn New York City - JFK/LGA,Brooklyn,House,95.0,Entire home/apt,11208.0,2.0,1,4,130,95.0
21962,19569660,2014-08-06,Amazing 1BR condo with water views,Manhattan,Apartment,90.0,Entire home/apt,10280.0,1.0,1,9,325,94.0
26555,29537935,2015-03-17,Heart of East Village,Manhattan,Apartment,,Private room,10003.0,1.0,1,0,125,
21527,18609006,2014-07-21,One Bedroom & Balcony Studio Style,Brooklyn,House,60.0,Private room,11208.0,2.0,1,1,40,60.0
25745,26641037,2015-01-24,Room for two people New York,Manhattan,Apartment,60.0,Private room,10128.0,1.0,1,1,120,60.0
25090,24982709,2014-12-18,GREAT GARDEN APARTMENT near TRAIN!!,Brooklyn,Apartment,70.0,Entire home/apt,11221.0,3.0,1,2,150,70.0
7387,2590864,2012-06-09,"Bright, Airy Loft Apt in Bushwick",Brooklyn,Loft,100.0,Entire home/apt,11237.0,1.0,1,5,150,100.0
27884,33908710,2015-05-21,Room at Sarah's Place -Females Only,Manhattan,Apartment,100.0,Private room,10034.0,1.0,1,1,70,100.0
7671,2733078,2012-06-24,Mod in Mahattan. Infant friendly.,Manhattan,Apartment,100.0,Entire home/apt,10033.0,3.0,1,1,122,100.0
26424,29005043,2015-03-08,Adorable Private Room w/ backyard!,Brooklyn,Apartment,,Private room,11237.0,1.0,1,0,90,
5058,1497265,2011-12-12,Sunny Master Suite in Clinton-Stuy,Brooklyn,Apartment,95.0,Private room,11238.0,1.0,1,12,85,98.0
25301,25400579,2014-12-30,Private Room in Chinatown!,Manhattan,Apartment,,Private room,10013.0,1.0,1,0,60,
15100,8344401,2013-08-23,Studio Apart A with Kitchenette!,Brooklyn,Apartment,90.0,Entire home/apt,11206.0,1.0,1,8,79,90.0
29008,37333948,2015-07-02,Charming 2 bedroom rental,Manhattan,Apartment,,Entire home/apt,10011.0,2.0,1,0,400,
11041,4601412,2013-01-05,Option of 2 Full Beds + Roof Deck,Brooklyn,Apartment,95.0,Private room,11221.0,2.0,1,105,58,97.0
2534,542326,2011-04-28,Real Greenpoint Artist Home w/ Deck,Brooklyn,Apartment,,Private room,11222.0,1.0,1,0,90,
24983,24839116,2014-12-14,"Big, bright Park Slope 2.5 bedroom!",Brooklyn,Apartment,90.0,Entire home/apt,11215.0,2.0,1,5,155,92.0
21324,18167567,2014-07-15,Rustic Bohemian Studio Nook,Manhattan,Apartment,100.0,Entire home/apt,10014.0,1.0,1,6,155,100.0
24674,24418383,2014-12-02,The best hangout spot. At home,Queens,Apartment,95.0,Private room,11103.0,1.0,1,15,49,99.0
12038,5416284,2013-03-11,Lux Brooklyn Heights Prime location,Brooklyn,Apartment,,Entire home/apt,11201.0,2.0,1,0,250,
2443,513405,2011-04-16,Williamsburg Central - Mansion,Brooklyn,Apartment,,Private room,11211.0,1.0,1,0,150,
27808,33774886,2015-05-19,Best Location in the City!,Manhattan,Apartment,95.0,Entire home/apt,10011.0,1.0,1,6,135,97.0
25298,25401356,2014-12-30,Cozy & Quaint,Manhattan,Apartment,,Entire home/apt,10065.0,1.0,1,0,165,
17676,11272233,2014-01-13,Beautiful Home Away From Home,Brooklyn,Apartment,95.0,Private room,11213.0,1.0,1,4,59,95.0
20248,16395150,2014-06-04,Elegant 1876 Boerum Hill Brownstone,Brooklyn,House,95.0,Entire home/apt,11217.0,2.0,1,8,265,98.0
17540,11102615,2014-01-07,Exclusive Superbowl weekend!,Staten Island,House,,Entire home/apt,10302.0,4.0,1,0,1500,
27608,33192713,2015-05-12,Amazing 1 bdrm West Village,Manhattan,Apartment,90.0,Entire home/apt,10011.0,2.0,1,2,219,90.0
2366,473063,2011-03-30,Classic NYC Tenement Apt with Cats,Manhattan,Apartment,,Entire home/apt,10009.0,1.0,1,0,200,
11320,4855638,2013-01-26,Garden Apartment in Brooklyn!,Brooklyn,Apartment,90.0,Entire home/apt,11217.0,2.0,1,12,150,91.0
11963,5341214,2013-03-06,Spacious & Modern Luxury 1-Bd. Apt.,Manhattan,Apartment,90.0,Entire home/apt,10040.0,2.0,1,5,109,90.0
5245,1567714,2012-01-04,Spacious Soho Loft,Manhattan,Loft,80.0,Entire home/apt,10013.0,4.0,1,1,350,80.0
14042,7189336,2013-06-30,Chez Lilounette,Manhattan,Apartment,90.0,Entire home/apt,10009.0,2.0,1,3,200,93.0
4630,1399910,2011-11-12,Chelsea Apt Steps from Everything,Manhattan,Apartment,95.0,Entire home/apt,10011.0,1.0,1,23,175,99.0
5352,1599112,2012-01-12,Huge Loft- Private Bathroom Room 1,Brooklyn,House,,Private room,11221.0,2.0,1,0,75,
21244,18065544,2014-07-13,Brilliant Flat,Brooklyn,Apartment,90.0,Entire home/apt,11206.0,3.0,1,39,199,94.0
29863,40326136,2015-08-02,Cozy home 5 mins from LGA AIRPORT,Queens,House,100.0,Private room,11370.0,1.0,1,1,69,100.0
8225,3040594,2012-07-24,"Sunny, well-appointed Brooklyn room",Brooklyn,Apartment,70.0,Private room,11206.0,1.0,1,57,39,74.0
9292,3675377,2012-09-25,Amazing Downtown Apartment!,Manhattan,Apartment,100.0,Entire home/apt,10005.0,1.0,1,20,250,100.0
7892,2843998,2012-07-05,AMAZING TRENDY NYC LOFT,Brooklyn,Loft,90.0,Entire home/apt,11211.0,2.0,1,3,190,93.0
14226,7384312,2013-07-09,Cozy East Village Apartment,Manhattan,Apartment,90.0,Entire home/apt,10009.0,1.0,1,5,200,92.0
26586,29650513,2015-03-19,BUDGET LUXURY C IN A CHARMING AREA!,Brooklyn,Apartment,80.0,Private room,11205.0,1.0,1,15,110,83.0
19663,15195194,2014-05-06,"NEW! SAFE, Bright in the Heights",Manhattan,Apartment,85.0,Entire home/apt,10032.0,2.0,1,4,115,85.0
6003,1895389,2012-03-10,sweet room in the heart of wburg,Brooklyn,Apartment,95.0,Private room,11211.0,1.0,1,45,90,95.0
