,Host Id,Host Since,Name,Borough,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating
11582,5040970,2013-02-10,"Room in Family Home, with Breakfast",Brooklyn,Bed & Breakfast,95.0,Private room,11221.0,1.0,1,6,108,96.0
21003,17611249,2014-07-03,CHARMING APARTMENT IN ASTORIA,Queens,Apartment,90.0,Entire home/apt,11103.0,2.0,1,12,120,90.0
3564,932411,2011-08-06,The Mezzo Loft Guest Bedroom,Brooklyn,Loft,95.0,Private room,11237.0,1.0,1,10,120,98.0
28924,37070223,2015-06-29,Spacious & Modern Time Square Apt,Manhattan,Apartment,95.0,Entire home/apt,10019.0,4.0,1,5,399,96.0
5775,1789655,2012-02-22,Private 1BR @ Spacious Sunny Duplex,Brooklyn,Apartment,80.0,Private room,11221.0,1.0,1,18,67,81.0
18544,12763171,2014-03-03,Hipster Chic in Williamsburg,Brooklyn,Apartment,,Entire home/apt,11211.0,1.0,1,0,135,
1687,294042,2010-11-21,Perfectly Located & Charming,Manhattan,Apartment,90.0,Entire home/apt,10065.0,4.0,1,9,325,91.0
11646,5091072,2013-02-14,Bright Luxury 1Bedroom East Village,Manhattan,Apartment,85.0,Entire home/apt,10009.0,3.0,1,4,190,87.0
29364,38569616,2015-07-15,Ditmas Park Spacious Studio Apt,Brooklyn,Apartment,,Entire home/apt,11226.0,1.0,1,0,100,
7715,2750320,2012-06-26,800sqFt of calm near Manhattan,Queens,Apartment,85.0,Entire home/apt,11385.0,2.0,1,8,100,89.0
14896,8112016,2013-08-12,West Village Brownstone,Manhattan,Apartment,80.0,Private room,10014.0,1.0,1,5,195,84.0
8660,3293368,2012-08-17,THE HEART OF ART IN THE HEART OF NY,Manhattan,Apartment,90.0,Entire home/apt,10019.0,1.0,1,46,150,93.0
26106,27841564,2015-02-16,Charming Soho Apartment,Manhattan,Apartment,100.0,Entire home/apt,10013.0,1.0,1,1,225,100.0
19754,15431570,2014-05-12,Large One Bedroom Oasis,Brooklyn,Apartment,100.0,Entire home/apt,11238.0,1.0,1,1,150,100.0
7055,2423269,2012-05-20,Historic Carroll Gardens 3 Bedroom,Brooklyn,Apartment,90.0,Entire home/apt,11231.0,3.0,1,62,425,90.0
23338,22172864,2014-10-05,Comfortable room in Inwood!,Manhattan,Apartment,90.0,Private room,10034.0,1.0,1,20,60,93.0
17227,10691696,2013-12-18,Agradable apt. de 1recamara,Manhattan,Apartment,,Entire home/apt,10027.0,1.0,1,0,120,
7266,2522815,2012-06-01,"Room with terrace, garden view",Brooklyn,House,100.0,Private room,11215.0,1.0,1,18,110,100.0
14434,7601931,2013-07-20,Fun Apt in Heart of the Village,Manhattan,Apartment,100.0,Entire home/apt,10003.0,1.0,1,2,199,100.0
29633,39524123,2015-07-25,Private Room w Balcony Midtown East,Manhattan,Apartment,80.0,Private room,10022.0,1.0,1,1,105,80.0
24973,24793480,2014-12-13,EPIC east village room!,Manhattan,Apartment,,Private room,10003.0,1.0,1,0,100,
15736,9144509,2013-09-30,Lrg Room in TownHouse Bedstuy BKLYN,Brooklyn,Other,,Private room,11233.0,2.0,1,0,70,
1281,215817,2010-08-28,Cheerful 1 bedroom in Williamsburg,Brooklyn,Apartment,75.0,Entire home/apt,11211.0,1.0,1,10,90,78.0
9079,3547817,2012-09-12,"Williamsburg Loft, brooklyn, NY",Brooklyn,Loft,100.0,Entire home/apt,11211.0,1.0,1,3,240,100.0
13105,6357668,2013-05-12,Futon Available in shared Apartment,Queens,Apartment,100.0,Shared room,11102.0,2.0,1,1,60,100.0
9050,3529812,2012-09-10,X large bdrm + smaller bdrm Avail.,Manhattan,Apartment,,Private room,10031.0,2.0,1,1,80,
5737,1774315,2012-02-19,"Sweet Gramercy 1BR, Quiet Charm",Manhattan,Apartment,95.0,Entire home/apt,10003.0,1.0,1,9,150,95.0
17359,10859726,2013-12-28,Master Room in 3BR apartment,Queens,Apartment,,Private room,11102.0,3.0,1,0,58,
19676,15243531,2014-05-07,Stay in the heart of Williamsburg!,Brooklyn,Apartment,100.0,Entire home/apt,11249.0,2.0,1,1,136,100.0
26782,30322703,2015-03-31,Cozy room with terrace access,Brooklyn,Apartment,,Private room,11222.0,1.0,1,0,50,
19309,14435551,2014-04-18,"Sunny, ample, quiet w/balcony!",Manhattan,Apartment,100.0,Entire home/apt,10027.0,1.0,1,2,119,100.0
13094,6349214,2013-05-12,1 BR in shiny new building + bikes!,Brooklyn,Apartment,100.0,Entire home/apt,11205.0,1.0,1,1,170,100.0
18628,12949460,2014-03-09,Private brownstone studio Brooklyn,Brooklyn,Apartment,95.0,Entire home/apt,11217.0,1.0,1,77,160,97.0
19250,14362849,2014-04-16,1 BR W 55 Prime near downtown/ park,Manhattan,Apartment,,Entire home/apt,10019.0,2.0,1,0,160,
19790,15453265,2014-05-13,Big apartment close to everything,Brooklyn,Apartment,90.0,Entire home/apt,11225.0,2.0,1,4,135,90.0
12185,5541374,2013-03-20,Direct Train From JFK Airport!,Brooklyn,Apartment,95.0,Private room,11207.0,1.0,1,8,69,98.0
28153,34872761,2015-06-02,Over night bed in Manhattan,Manhattan,Apartment,,Shared room,10035.0,1.0,1,0,55,
5602,1707185,2012-02-06,Luxury Apt on Bedford Williamsburg,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,1.0,1,10,240,96.0
8715,3322859,2012-08-20,"Artsy,clean studio by Central Park.",Manhattan,Apartment,90.0,Entire home/apt,10065.0,1.0,1,5,99,92.0
27031,31221632,2015-04-14,Huge Room To Share,Queens,Apartment,,Shared room,11415.0,2.0,1,0,100,
7101,2436387,2012-05-22,Beautiful 1 BR apartment in Astoria,Queens,Apartment,,Entire home/apt,11105.0,1.0,1,0,150,
23788,23029199,2014-10-27,Brooklyn Garret Apartment,Brooklyn,Apartment,100.0,Entire home/apt,11231.0,2.0,1,9,160,100.0
4981,1478269,2011-12-06,Basic apartment in Bed-stuy,Brooklyn,Apartment,95.0,Private room,11206.0,1.0,1,11,70,95.0
27463,32664131,2015-05-05,Private room in Brooklyn Loft,Brooklyn,Apartment,100.0,Private room,11206.0,1.0,1,1,50,100.0
26698,30049880,2015-03-26,20mins away from Manhattan! Cozy!!,Brooklyn,Apartment,100.0,Private room,11237.0,1.0,1,1,50,100.0
17333,10848772,2013-12-27,1-2 bedroom on Upper East Side,Manhattan,Apartment,95.0,Entire home/apt,10029.0,1.0,1,5,125,96.0
8593,3262771,2012-08-14,Studio With Old-World Character,Brooklyn,Apartment,100.0,Entire home/apt,11213.0,1.0,1,2,90,100.0
6666,2237267,2012-04-27,1bdr-old world brownstone-71st &cpw,Manhattan,Apartment,90.0,Entire home/apt,10023.0,2.0,1,36,250,91.0
4307,1290732,2011-10-14,"Huge BK Loft: 1,000 sq ft. 1Bd|1Ba",Brooklyn,Apartment,95.0,Entire home/apt,11205.0,1.0,1,5,155,95.0
18725,13161042,2014-03-15,PARK AVE ~ 2 BEDROOM/2 BATH~DOORMAN,Manhattan,Apartment,50.0,Entire home/apt,10128.0,6.0,1,2,270,50.0
11964,5353293,2013-03-06,1 Bedroom in Upper East Side Apt,Manhattan,Apartment,100.0,Entire home/apt,10128.0,1.0,1,1,90,100.0
20521,16870221,2014-06-16,"Affordable, Luxury 2 Bedroom Suite",Brooklyn,Apartment,95.0,Entire home/apt,11221.0,4.0,1,13,125,95.0
5790,1797571,2012-02-23,Private room in great location,Brooklyn,Apartment,85.0,Private room,11215.0,2.0,1,7,90,86.0
15276,8628273,2013-09-04,Manhatan Studio BEST LOCATION!,Manhattan,Apartment,,Entire home/apt,10017.0,1.0,1,0,140,
5082,1508354,2011-12-15,Brooklyn Posh Pad w Private Balcony,Brooklyn,Apartment,90.0,Entire home/apt,11222.0,2.0,1,27,170,93.0
12374,5721321,2013-04-01,"Nice, clean, comfy apartment.",Brooklyn,Apartment,,Entire home/apt,11211.0,1.0,1,0,150,
20472,16748034,2014-06-13,"Warm, spacious 2BD,parlor floor",Brooklyn,Apartment,90.0,Entire home/apt,11216.0,2.0,1,3,145,93.0
16133,9614926,2013-10-24,Beautiful Brooklyn Condo Room 1,Brooklyn,Apartment,,Private room,11207.0,1.0,1,1,105,
26173,28051272,2015-02-20,1 furnished BR near Columbia Univ,Manhattan,Apartment,,Private room,10025.0,1.0,1,0,113,
14480,7679928,2013-07-23,Amazing Big Studio in East Village,Manhattan,Apartment,90.0,Entire home/apt,10003.0,1.0,1,10,205,94.0
29848,40244009,2015-08-02,US Open? Perfect Lg 1 BR apartment,Queens,Apartment,,Entire home/apt,11377.0,1.0,1,0,150,
25825,26876407,2015-01-28,Semi Private Room Uptown Manhattan,Manhattan,Apartment,100.0,Shared room,10033.0,1.0,1,1,45,100.0
17566,11136429,2014-01-08,CLEAN ROOM WITH AC (tax included),Manhattan,Apartment,90.0,Private room,10002.0,1.0,1,105,89,94.0
13926,7076772,2013-06-23,Truly Cozy Room in the Slope of Bk,Brooklyn,Apartment,85.0,Private room,11215.0,1.0,1,16,40,86.0
4333,1297201,2011-10-16,Cozy Private Studio in Chelsea,Manhattan,Apartment,90.0,Entire home/apt,10011.0,1.0,1,8,105,90.0
23006,21574105,2014-09-20,AWESOME STUDIO & BEST LOCATION!!!,Manhattan,Apartment,,Entire home/apt,10011.0,2.0,1,0,200,
28672,36309981,2015-06-20,3BD 2BA steps to CP-great location!,Manhattan,Condominium,100.0,Entire home/apt,10024.0,3.0,1,1,199,100.0
29551,39134350,2015-07-21,Wonderful bedroom for 2,Manhattan,Apartment,90.0,Private room,10027.0,1.0,1,2,75,90.0
4661,1407251,2011-11-14,"Lovely, cozy loft Carroll Gardens",Brooklyn,Apartment,90.0,Entire home/apt,11217.0,1.0,1,94,129,94.0
13948,7088567,2013-06-24,HUGE ROOM FOR RENT NEAR TIME SQUARE,Manhattan,Apartment,,Private room,10018.0,1.0,1,0,99,
21310,18069768,2014-07-14,1 BEDROOM TO SHARE IN A 2 BEDROOM,Manhattan,Apartment,,Shared room,10029.0,2.0,1,0,100,
15084,8315861,2013-08-22,Split-Level Gem in West Village,Manhattan,Apartment,90.0,Entire home/apt,10014.0,1.0,1,32,245,90.0
25926,27192086,2015-02-04,Cozy Rm In BedSty Blks From A Train,Brooklyn,Apartment,80.0,Private room,11216.0,3.0,1,3,76,80.0
11751,5173736,2013-02-21,Massive 2 bedroom gem on Union Sq,Manhattan,Apartment,,Entire home/apt,10003.0,2.0,1,0,428,
26868,30699038,2015-04-06,Heart of NYC. Lux High Rise. 1 Bdrm,Manhattan,Apartment,,Entire home/apt,10016.0,1.0,1,0,195,
29076,37569746,2015-07-05,Bel appartement de 45 m2 meublé.,Manhattan,Apartment,,Entire home/apt,10040.0,2.0,1,0,120,
30074,41100937,2015-08-10,Quiet apartment near beach S.I.NYC,Staten Island,House,80.0,Private room,10306.0,1.0,1,1,35,80.0
28380,35474215,2015-06-10,Ridgewood Bedroom w/ Home Office,Queens,Apartment,100.0,Private room,11385.0,1.0,1,1,40,100.0
21854,19354588,2014-08-02,Quaint studio in heart of manhattan,Manhattan,Apartment,85.0,Entire home/apt,10018.0,1.0,1,61,110,89.0
20708,17141160,2014-06-23,U.E.S 1 Bedroom Spacious Apartment,Manhattan,Apartment,,Entire home/apt,10128.0,1.0,1,0,130,
3559,928984,2011-08-05,Large Private King Bed & Bath,Brooklyn,Apartment,100.0,Private room,11215.0,1.0,1,5,129,100.0
8388,3132460,2012-08-02,Share :    2 bedroom Cobble Hill,Brooklyn,Apartment,100.0,Private room,11201.0,1.0,1,4,70,100.0
15050,8291398,2013-08-20,"Beautiful, Bright Furnished Bedroom",Queens,Apartment,,Private room,11375.0,1.0,1,0,65,
3590,940724,2011-08-08,"Cheerful, comfortable room",Manhattan,Apartment,90.0,Private room,10032.0,1.0,1,135,70,91.0
5857,1822729,2012-02-28,Bask in the light! Sky Garden Room,Brooklyn,Apartment,90.0,Private room,11211.0,1.0,1,1,120,94.0
24107,23525298,2014-11-09,"Sunny and spacious, 1 Bdrm, UWS",Manhattan,Apartment,95.0,Entire home/apt,10025.0,1.0,1,6,185,97.0
21771,19184268,2014-07-30,Medium Sized Cozy Midtown Bedroom,Manhattan,Apartment,95.0,Private room,10019.0,1.0,1,6,150,97.0
13330,6526864,2013-05-22,Comfortable spacious downtown 1BR,Manhattan,Apartment,100.0,Entire home/apt,10280.0,2.0,1,2,240,100.0
30079,41212164,2015-08-11,Greenwich Village 3BR Large Loft,Manhattan,Apartment,,Entire home/apt,10012.0,3.0,1,0,700,
17095,10595115,2013-12-12,Beautiful Midtown 1bd apartment!,Manhattan,Apartment,95.0,Entire home/apt,10036.0,2.0,1,4,195,95.0
1859,320284,2010-12-16,Cozy Room in Family Home..BKLYN!!!,Brooklyn,House,75.0,Private room,11221.0,1.0,1,67,55,79.0
29592,39353885,2015-07-23,Huge Bushwick Pad!!!,Brooklyn,Apartment,100.0,Private room,11237.0,1.0,1,2,59,100.0
14559,7740193,2013-07-26,GREAT LOCATION Room rental UES,Manhattan,Apartment,,Private room,10028.0,1.0,1,0,154,
14250,7410674,2013-07-10,Private Room Overlooking Garden,Brooklyn,Apartment,95.0,Private room,11237.0,1.0,1,15,89,99.0
9333,3703398,2012-09-28,Lower EastSide Prime sleeps 4,Manhattan,Apartment,90.0,Entire home/apt,10002.0,3.0,1,7,166,90.0
11005,4550589,2013-01-02,Private Bedroom in Sunlit Apartment,Brooklyn,Apartment,,Private room,11238.0,1.0,1,2,60,
17829,11516219,2014-01-21,Adorable West Village Studio,Manhattan,Apartment,,Entire home/apt,10011.0,1.0,1,0,500,
16577,10111580,2013-11-18,West Village 2 Bed/2 Bath Loft Apt!,Manhattan,Apartment,,Entire home/apt,10014.0,2.0,1,0,275,
14715,7916598,2013-08-03,"Lovely Home--Clinton Hill, Brooklyn",Brooklyn,Apartment,95.0,Entire home/apt,11238.0,2.0,1,11,150,95.0
4541,1367090,2011-11-03,Private Room Guests Homestay,Bronx,House,85.0,Private room,10469.0,2.0,1,16,50,88.0
9366,3726131,2012-10-01,Heart of Harlem 1 BR Garden apt,Manhattan,Apartment,90.0,Entire home/apt,10027.0,1.0,1,7,135,94.0
19164,14170422,2014-04-11,Unforgettable stay in NYC. Book now,Brooklyn,Apartment,95.0,Private room,11225.0,1.0,1,15,70,96.0
25394,25646971,2015-01-05,A quintessential downtown NYC loft,Manhattan,Apartment,,Entire home/apt,10007.0,2.0,1,0,300,
20221,16351647,2014-06-03,Mid-Century Modern Garden Paradise,Brooklyn,Apartment,95.0,Entire home/apt,11207.0,3.0,1,57,139,98.0
11296,4830078,2013-01-24,1 Bedroom Penthouse Floor Apartment,Manhattan,Apartment,100.0,Entire home/apt,10019.0,1.0,1,1,270,100.0
1456,255748,2010-10-07,Ocean Hill Comfy and Cute!,Brooklyn,Apartment,85.0,Entire home/apt,11233.0,1.0,1,44,70,89.0
27832,33825321,2015-05-20,1 bedroom apt in pvt 2 fam house,Brooklyn,House,,Entire home/apt,11213.0,2.0,1,0,150,
19483,14864202,2014-04-28,Spacious One Bedroom in UWS,Manhattan,Apartment,80.0,Entire home/apt,10024.0,1.0,1,9,200,82.0
25598,26189870,2015-01-16,"Modern Sophistication, Views",Manhattan,Apartment,100.0,Entire home/apt,10023.0,1.0,1,1,300,100.0
10979,4548229,2013-01-01,Beautiful Studio in Heart of Harlem,Manhattan,Apartment,90.0,Entire home/apt,10027.0,1.0,1,58,120,91.0
20051,15973306,2014-05-25,Need A Room in New York City,Queens,Apartment,,Private room,11375.0,1.0,1,1,95,
21293,18096636,2014-07-14,Spacious NYC home next to subway,Queens,Apartment,100.0,Entire home/apt,11105.0,1.0,1,1,100,100.0
4684,1411355,2011-11-15,"Luxury penthouse, Manhattan views",Brooklyn,Apartment,90.0,Entire home/apt,11211.0,2.0,1,12,249,91.0
6619,2213809,2012-04-24,Beautiful 2 Bedroom Apt in Bedstuy,Brooklyn,Apartment,90.0,Entire home/apt,11213.0,2.0,1,98,135,91.0
22024,19691154,2014-08-08,Private Room S. Williamsburg,Brooklyn,Apartment,90.0,Private room,11249.0,1.0,1,11,145,93.0
17968,11687781,2014-01-27,Astoria Queens 30Th Ave 34th Street,Queens,Apartment,90.0,Private room,11103.0,1.0,1,11,75,90.0
8551,3233099,2012-08-12,Spacious Apartment in Midtown NYC,Manhattan,Apartment,,Private room,10016.0,1.0,1,1,150,
12942,6224038,2013-05-04,Charming UWS 1bdrm by Central Park,Manhattan,Apartment,95.0,Entire home/apt,10025.0,1.0,1,19,180,95.0
24663,24400428,2014-12-02,private garden apt. in historic Bro,Brooklyn,House,100.0,Entire home/apt,11233.0,2.0,1,2,125,100.0
16860,10393799,2013-12-02,SWEET STUDIO IN MURRAY HILL E.32 N,Manhattan,Apartment,100.0,Entire home/apt,10016.0,2.0,1,1,125,100.0
20514,16813301,2014-06-15,Stay in the heart of the W Village!,Manhattan,Apartment,95.0,Entire home/apt,10014.0,1.0,1,7,150,97.0
11721,5160726,2013-02-20,1 Bedroom Apartment Manhattan,Manhattan,Apartment,100.0,Entire home/apt,10010.0,2.0,1,2,225,100.0
25734,26590592,2015-01-23,Upper West Side 1 Bedroom Townhouse,Manhattan,Apartment,,Entire home/apt,10023.0,1.0,1,0,200,
5729,1770854,2012-02-18,Lovely sun drenched apartment (LES),Manhattan,Apartment,90.0,Private room,10002.0,1.0,1,22,193,90.0
25959,27291891,2015-02-05,Super Comfortable Room!  Elev Bld,Manhattan,Apartment,90.0,Private room,10040.0,1.0,1,4,64,90.0
15601,9012859,2013-09-23,Soho Safe Clean - AMAZING LOCATION,Manhattan,Apartment,95.0,Private room,10013.0,1.0,1,44,110,95.0
1369,238113,2010-09-18,Spacious + Sunny in Carroll Gardens,Brooklyn,Apartment,85.0,Entire home/apt,11201.0,2.0,1,3,195,87.0
5614,1709717,2012-02-06,REDUCED! Studio Apt~Fun Neighborhd~,Manhattan,Apartment,90.0,Entire home/apt,10028.0,1.0,1,11,97,92.0
24280,23787819,2014-11-15,Grand Central Big 1 br Lux Building,Manhattan,Apartment,85.0,Private room,10017.0,1.0,1,25,130,89.0
9453,3789027,2012-10-07,Studio w/ Breakfast Included!!!,Brooklyn,Apartment,75.0,Entire home/apt,11206.0,1.0,1,58,75,78.0
450,59777,2009-12-03,Stay at the CozySuite Meridian,Brooklyn,Apartment,80.0,Private room,11221.0,2.0,1,2,59,80.0
24949,24762401,2014-12-12,Great Private Room With Big Windows,Brooklyn,Apartment,85.0,Private room,11216.0,1.0,1,5,68,88.0
15218,8554194,2013-08-31,Spacious Studio in Chelsea,Manhattan,Apartment,,Entire home/apt,10011.0,1.0,1,0,120,
13938,7098925,2013-06-24,Beautiful Studio in Chelsea,Manhattan,Apartment,,Entire home/apt,10001.0,2.0,1,0,250,
8092,2966244,2012-07-17,"""The Spot"" 1br w/balconyWestVillage",Manhattan,Apartment,90.0,Entire home/apt,10014.0,2.0,1,18,175,92.0
9443,3777766,2012-10-06,Modern 1 Bedroom in Upper Manhattan,Manhattan,Apartment,100.0,Entire home/apt,10037.0,2.0,1,1,125,100.0
22693,21022694,2014-09-06,9Charming Private Room in W'Burg,Brooklyn,Apartment,70.0,Private room,11249.0,1.0,1,14,100,70.0
19339,14510607,2014-04-20,Brand NEW built luxury Apartment,Queens,Apartment,100.0,Entire home/apt,11106.0,1.0,1,4,169,100.0
26625,29795978,2015-03-22,One bedroom in Manhattan Newyork NY,Manhattan,Apartment,80.0,Entire home/apt,10011.0,1.0,1,4,150,80.0
28102,34763793,2015-06-01,Entire Apt next to Columbia Univ. !,Manhattan,Apartment,90.0,Entire home/apt,10027.0,2.0,1,4,60,93.0
11158,4701443,2013-01-14,"Private Suite, Free Metrocard*",Queens,House,90.0,Entire home/apt,11355.0,3.0,1,105,81,92.0
5957,1870604,2012-03-06,Great 1 Bedroom in Chelsea!,Manhattan,Apartment,90.0,Entire home/apt,10011.0,1.0,1,5,150,90.0
11656,5098409,2013-02-15,Sunny Loft in Bushwick Brooklyn,Brooklyn,Loft,,Entire home/apt,11237.0,1.0,1,0,160,
18495,12632660,2014-02-27,Stylish Bright Chelsea 3 Bed-2 Bath,Manhattan,Apartment,95.0,Entire home/apt,10011.0,4.0,1,13,695,98.0
22395,20448900,2014-08-23,Sunny bedroom in Williamsburg,Brooklyn,Apartment,80.0,Private room,11211.0,1.0,1,2,80,80.0
27092,31479300,2015-04-18,Spacious Private Room in Brooklyn,Brooklyn,Apartment,90.0,Private room,11226.0,1.0,1,8,45,91.0
12135,5506854,2013-03-17,May Sale!! Large and Sunny Room,Manhattan,Apartment,95.0,Private room,10128.0,1.0,1,10,99,98.0
28969,37164592,2015-06-30,Bedroom in Spanish Harlem/UES,Manhattan,Apartment,100.0,Private room,10029.0,1.0,1,2,40,100.0
4995,1483081,2011-12-07,"BEAUTIFUL 4BR/4BA HOUSE on S.I., NY",Staten Island,House,95.0,Entire home/apt,10307.0,6.0,1,9,279,98.0
4308,1289713,2011-10-14,Modern 2 bed in Park Slope,Brooklyn,Apartment,100.0,Entire home/apt,11215.0,2.0,1,1,160,100.0
4152,1229653,2011-09-30,"Cute, Sunny Bedroom in LES Space!",Manhattan,Apartment,40.0,Private room,10002.0,1.0,1,1,95,40.0
11870,5268970,2013-02-28,Private room in large 2 bed room,Manhattan,Apartment,85.0,Private room,10009.0,1.0,1,18,90,88.0
21250,18049970,2014-07-13,Luxurious 3BR Apt - BedStuy Gem,Brooklyn,House,,Entire home/apt,11233.0,4.0,1,0,240,
17702,11333699,2014-01-15,"Landmark Brownstone, Crown Heights",Brooklyn,Apartment,85.0,Entire home/apt,11213.0,1.0,1,57,125,86.0
7499,2649356,2012-06-15,Studio inHeart of New York Free Gym,Manhattan,Apartment,100.0,Shared room,10010.0,1.0,1,22,95,100.0
15383,8773106,2013-09-11,Bright 1 Bdrm In Heart of LES,Manhattan,Apartment,100.0,Entire home/apt,10002.0,1.0,1,2,170,100.0
4441,1334373,2011-10-25,My New York City Condo,Manhattan,Apartment,95.0,Entire home/apt,10011.0,1.0,1,25,175,97.0
13119,6362290,2013-05-13,Clean Private Room in Modern Apt,Brooklyn,Apartment,100.0,Private room,11206.0,1.0,1,2,80,100.0
28214,35082637,2015-06-05,Huge Williamsburg LOFT!,Brooklyn,Loft,100.0,Entire home/apt,11249.0,2.0,1,3,220,100.0
3595,947232,2011-08-09,Big apartment in prime Bushwick,Brooklyn,Apartment,100.0,Entire home/apt,11237.0,1.0,1,1,200,100.0
12305,5648215,2013-03-27,Room in New Bed-Stuy Duplex,Brooklyn,Apartment,,Private room,11221.0,1.0,1,0,34,
8485,3209294,2012-08-09,Sunfilled Apt on Fort Greene Park!,Brooklyn,Apartment,85.0,Entire home/apt,11205.0,2.0,1,4,170,87.0
7875,2828144,2012-07-04,Charming and cosy apart Fort Greene,Brooklyn,Apartment,90.0,Entire home/apt,11205.0,1.0,1,14,120,94.0
384,54712,2009-11-16,Spacious 2 Bedroom + Study,Brooklyn,Apartment,,Entire home/apt,11222.0,2.0,1,0,215,
12912,6201646,2013-05-02,West Village 2 Bedroom Gem!,Manhattan,Apartment,90.0,Entire home/apt,10014.0,3.0,1,31,199,91.0
24889,24709724,2014-12-10,Clean & private room in Bushwick,Brooklyn,Apartment,,Private room,11237.0,1.0,1,0,75,
13063,6321250,2013-05-10,Upper East Side studio apartment,Manhattan,Apartment,,Entire home/apt,10028.0,1.0,1,0,150,
3102,740656,2011-06-24,bright & colorful nyc loft share,Manhattan,Loft,95.0,Private room,10002.0,1.0,1,58,130,97.0
17750,11394444,2014-01-17,Gray room in Brooklyn 20min to Manh,Brooklyn,Apartment,60.0,Private room,11204.0,2.0,1,1,50,60.0
29627,39538207,2015-07-25,Studio Amzing Location - West Vill,Manhattan,Apartment,,Entire home/apt,10014.0,1.0,1,1,200,
5222,1555188,2012-01-01,Pvt Bdrm in Prime Williamsburg,Brooklyn,Apartment,95.0,Private room,11211.0,1.0,1,37,77,95.0
2553,552679,2011-05-02,Tree lined block modern apartment,Brooklyn,Apartment,95.0,Entire home/apt,11238.0,2.0,1,52,175,97.0
27371,32277716,2015-04-30,UES Penthouse w/ Balcony! Sleeps 4,Manhattan,Apartment,90.0,Entire home/apt,10065.0,2.0,1,11,250,91.0
11985,5360659,2013-03-07,Spacious 2 Bedroom in UES All Yours,Manhattan,Apartment,80.0,Entire home/apt,10065.0,4.0,1,84,220,84.0
12077,5425041,2013-03-12,Beau Boho Brownstone Apt in Harlem,Manhattan,Apartment,95.0,Private room,10030.0,1.0,1,9,85,95.0
12368,5708955,2013-03-31,Large 1br Apt. in a great location.,Manhattan,Apartment,85.0,Entire home/apt,10027.0,2.0,1,46,120,89.0
21307,18085957,2014-07-14,Stylish Room in Washington Heights,Manhattan,Apartment,90.0,Private room,10033.0,1.0,1,3,60,93.0
25197,25130003,2014-12-23,"New York, Capital of the World!",Staten Island,House,,Private room,10306.0,2.0,1,0,125,
20769,17251296,2014-06-25,Charming & Spacious 1BR,Brooklyn,Apartment,100.0,Entire home/apt,11225.0,1.0,1,1,135,100.0
17854,11538802,2014-01-22,Cool & Cozy Apt in Fun East Village,Manhattan,Apartment,90.0,Entire home/apt,10009.0,1.0,1,22,150,93.0
24969,24803206,2014-12-13,"Clean,roomy +pub trans to Manhattan",Bronx,House,90.0,Private room,10471.0,1.0,1,3,69,93.0
9297,3675389,2012-09-25,Amazing location! 10ft from subway,Brooklyn,Apartment,90.0,Private room,11211.0,1.0,1,72,60,92.0
18744,13241955,2014-03-17,Brooklyn home room for up to 4 ppl,Brooklyn,Apartment,20.0,Private room,11226.0,4.0,1,2,75,20.0
18111,11968309,2014-02-05,Artist/Musician Loft (HUGE space!),Brooklyn,Loft,80.0,Entire home/apt,11206.0,2.0,1,5,180,84.0
7345,2562281,2012-06-06,Spacious 1 Bedroom Near Columbia U.,Manhattan,Apartment,,Entire home/apt,10027.0,1.0,1,0,125,
12872,6170807,2013-04-30,heart of little italy-rooftop-cozy,Manhattan,Apartment,60.0,Entire home/apt,10013.0,3.0,1,33,198,64.0
11388,4900291,2013-01-29,South Williamsburg Den,Brooklyn,Apartment,100.0,Entire home/apt,11249.0,1.0,1,3,130,100.0
19795,15475768,2014-05-13,Luxury Building FiDi Studio,Manhattan,Apartment,,Entire home/apt,10005.0,1.0,1,0,150,
29493,38944275,2015-07-19,Private Room in Williamsburg Loft,Brooklyn,Apartment,,Private room,11249.0,1.0,1,0,75,
23551,22542611,2014-10-14,Perfect Lower East Side room for 4,Manhattan,Apartment,,Private room,10002.0,2.0,1,0,115,
10490,4313368,2012-12-03,"HUGE Loft in Financial District, NY",Manhattan,Apartment,95.0,Entire home/apt,10038.0,1.0,1,15,150,95.0
20170,16193375,2014-05-31,Beautiful Room in Trendy 2BR LES,Manhattan,Apartment,,Private room,10002.0,1.0,1,0,148,
2136,408485,2011-02-24,Spectacular Views,Manhattan,Apartment,,Entire home/apt,10038.0,1.0,1,0,499,
18749,13261121,2014-03-18,Unionsquare/Gramercy 1 Bedroom,Manhattan,Apartment,95.0,Entire home/apt,10003.0,1.0,1,17,185,95.0
27421,32543699,2015-05-03,Artist's room for 2 in E. village,Manhattan,Apartment,80.0,Private room,10009.0,1.0,1,1,90,80.0
18943,13756871,2014-03-31,The Emerald at The Gatling,Brooklyn,House,90.0,Entire home/apt,11238.0,2.0,1,18,198,94.0
15605,9028193,2013-09-24,Amazing 2-bed room apt in Chelsea!,Manhattan,Apartment,90.0,Entire home/apt,10001.0,3.0,1,11,395,94.0
16683,10214527,2013-11-23,Designer Pad Best Location in NYC!,Manhattan,Apartment,85.0,Entire home/apt,10002.0,3.0,1,40,200,89.0
10891,4487093,2012-12-25,PENTHOUSE LUXURY APT,Queens,Apartment,95.0,Entire home/apt,11101.0,2.0,1,18,460,98.0
